id,query_type,comment,Class,target,hate,offensive,Insult,Neutral,comment_text,tokens,tokens_sent
4024,Facebook:/<page-id>/posts, opposition invite  marechal autoproclame  tchad a revoir  decret designant  membres  cndp,offensive,1,0,1,0,0,  opposition invite   marechal autoproclame   tchad revoir   decret designant   membre   cndp,"['opposition', 'invite', 'marechal', 'autoproclame', 'tchad', 'revoir', 'decret', 'designant', 'membre', 'cndp']",[' opposition invite  marechal autoproclame  tchad a revoir  decret designant  membres  cndp']
4105,Facebook:/<page-id>/posts,lac tchad  desastre humanitaire camoufle   monstrueux  jubiler  festoyer  and djaména  célébrer  tares   homme en manque  estime   réussites tout  monde rendra compte devant dieu,offensive,1,0,1,0,0,lac tchad   desastre humanitaire camoufle    monstrueu   jubiler   festoyer   and djaména   célébrer   tare    homme manque   estime    réussite   monde rendre compte dieu,"['lac', 'tchad', 'desastre', 'humanitaire', 'camoufle', 'monstrueu', 'jubiler', 'festoyer', 'and', 'djaména', 'célébrer', 'tare', 'homme', 'manque', 'estime', 'réussite', 'monde', 'rendre', 'compte', 'dieu']",['lac tchad  desastre humanitaire camoufle   monstrueux  jubiler  festoyer  and djaména  célébrer  tares   homme en manque  estime   réussites tout  monde rendra compte devant dieu']
4150,Facebook:/<page-id>/posts, general  police mahmoud ali seid menace  pseudos activistes doivent être extraits   société     puissent plus perpétuer leurs idées obscènes déclare mahmoud ali seïd extraire   société ça signifie quoi   général  police en papier toilette,offensive,1,0,1,0,0,  general   police mahmoud ali seid menacer   pseudo activiste extraire    société      pouvoir perpétuer idée obscène déclare mahmoud ali seïd extraire    société signifier    général   police papier toilette,"['general', 'police', 'mahmoud', 'ali', 'seid', 'menacer', 'pseudo', 'activiste', 'extraire', 'société', 'pouvoir', 'perpétuer', 'idée', 'obscène', 'déclare', 'mahmoud', 'ali', 'seïd', 'extraire', 'société', 'signifier', 'général', 'police', 'papier', 'toilette']",[' general  police mahmoud ali seid menace  pseudos activistes doivent être extraits   société     puissent plus perpétuer leurs idées obscènes déclare mahmoud ali seïd extraire   société ça signifie quoi   général  police en papier toilette']
4240,Facebook:/<page-id>/posts, armée clanique  idriss deby a attaqué  positions  mprd  karma non loin  korbol,offensive,1,0,1,0,0,  armée clanique   idriss deby attaquer   position   mprd   karma loin   korbol,"['armée', 'clanique', 'idriss', 'deby', 'attaquer', 'position', 'mprd', 'karma', 'loin', 'korbol']",[' armée clanique  idriss deby a attaqué  positions  mprd  karma non loin  korbol']
4268,Facebook:/<page-id>/posts, tchad sous idriss deby  tombe trop bas   pathetique,offensive,1,0,1,0,0,  tchad idriss deby   tombe    pathetiqu,"['tchad', 'idriss', 'deby', 'tombe', 'pathetiqu']",[' tchad sous idriss deby  tombe trop bas   pathetique']
4308,Facebook:/<page-id>/posts,gourbal djiddi nokour a  assassiné   forces criminelles  racistes  alifa aftar,offensive,1,0,1,0,0,gourbal djiddi nokour   assassiné    force criminel   raciste   alifa aftar,"['gourbal', 'djiddi', 'nokour', 'assassiné', 'force', 'criminel', 'raciste', 'alifa', 'aftar']",['gourbal djiddi nokour a  assassiné   forces criminelles  racistes  alifa aftar']
5135,Facebook:/<page-id>/posts,akhwani wa akhwati galib azarak wa hassoudié   tchadienne da pardon laissons ça en 2020 2021 da khalli ninazoumou nafisna iyina,offensive,1,0,1,0,0,akhwani wa akhwati galib azarak wa hassoudié    tchadien pardon laisser 2020 2021 khalli ninazoumou nafisna iyina,"['akhwani', 'wa', 'akhwati', 'galib', 'azarak', 'wa', 'hassoudié', 'tchadien', 'pardon', 'laisser', '2020', '2021', 'khalli', 'ninazoumou', 'nafisna', 'iyina']",['akhwani wa akhwati galib azarak wa hassoudié   tchadienne da pardon laissons ça en 2020 2021 da khalli ninazoumou nafisna iyina']
5152,Facebook:/<page-id>/posts,  gros ventre   and    argent façon  énerve  femmes la,offensive,1,0,1,0,0,   gros ventre    and     argent   énerve   femme,"['gros', 'ventre', 'and', 'argent', 'énerve', 'femme']",['  gros ventre   and    argent façon  énerve  femmes la']
5263,Facebook:/<page-id>/posts,sors avenue  deux   verras lequel  sérieux   comme ça   filles sorcières  conseillent entre elles  garçons démons alors and en parlons  pas,offensive,1,0,1,0,0,sors avenue      voir   sérieux       fille sorcière   conseillent   garçon démon and parlon  ,"['sors', 'avenue', 'voir', 'sérieux', 'fille', 'sorcière', 'conseillent', 'garçon', 'démon', 'and', 'parlon']",['sors avenue  deux   verras lequel  sérieux   comme ça   filles sorcières  conseillent entre elles  garçons démons alors and en parlons  pas']
5265,Facebook:/<page-id>/posts, tchad   a  gens comme ça  and  aucun lien ni  près ni  loin avenue  président   première dame   gagnent  business  dos   population souvent  trouves   faux policiers   usurpateurs  arnaques  citoyens  nom   ans pourtant  and  jamais vu  porte   dite institution,offensive,1,0,1,0,0,  tchad        and   lien     loin avenue   président    dame    gagner   business   dos    population   trouver    faux policier    usurpateur   arnaque   citoyen   nom    an pourtant   and   jamais   porte    institution,"['tchad', 'and', 'lien', 'loin', 'avenue', 'président', 'dame', 'gagner', 'business', 'dos', 'population', 'trouver', 'faux', 'policier', 'usurpateur', 'arnaque', 'citoyen', 'nom', 'an', 'pourtant', 'and', 'jamais', 'porte', 'institution']",[' tchad   a  gens comme ça  and  aucun lien ni  près ni  loin avenue  président   première dame   gagnent  business  dos   population souvent  trouves   faux policiers   usurpateurs  arnaques  citoyens  nom   ans pourtant  and  jamais vu  porte   dite institution']
5276,Facebook:/<page-id>/posts,ici    là  rigoler  partager  infos si jamais  apprends  quelqu  sort avenue quelqu  ici  vont  sentir,offensive,1,0,1,0,0,ici       rigoler   partager   info jamais   apprends   quelqu   sort avenue quelqu   ici     sentir,"['ici', 'rigoler', 'partager', 'info', 'jamais', 'apprends', 'quelqu', 'sort', 'avenue', 'quelqu', 'ici', 'sentir']",['ici    là  rigoler  partager  infos si jamais  apprends  quelqu  sort avenue quelqu  ici  vont  sentir']
5410,Facebook:/<page-id>/posts,comment goudougirl fait  maintenir  belle forme pourtant   déjà mère  3 enfants alors  ici deux ans  mariage avenue  seul enfant seulement  femme  visage  devenu comme and djamena pendant  saison pluvieuse  viens voir quand  marche kouchoukakuchuka  dirait comme  pays pendant  période électorale tout ça    sao,offensive,1,0,1,0,0,goudougirl   maintenir   bel forme pourtant    déjà mère   3 enfant   ici an   mariage avenue   enfer   femme   visage   devenu and djamena   saison pluvieux   venir voir   marche kouchoukakuchuka   dirait   pays   période électoral     sao,"['goudougirl', 'maintenir', 'bel', 'forme', 'pourtant', 'déjà', 'mère', '3', 'enfant', 'ici', 'an', 'mariage', 'avenue', 'enfer', 'femme', 'visage', 'devenu', 'and', 'djamena', 'saison', 'pluvieux', 'venir', 'voir', 'marche', 'kouchoukakuchuka', 'dirait', 'pays', 'période', 'électoral', 'sao']",['comment goudougirl fait  maintenir  belle forme pourtant   déjà mère  3 enfants alors  ici deux ans  mariage avenue  seul enfant seulement  femme  visage  devenu comme and djamena pendant  saison pluvieuse  viens voir quand  marche kouchoukakuchuka  dirait comme  pays pendant  période électorale tout ça    sao']
5427,Facebook:/<page-id>/posts,vraiment  pays  gâté 16 casques  écoute  disparus  forum pourtant  occupants   responsables   pars fumer  truc,offensive,1,0,1,0,0,vraiment   pays   gâté 16 casque   écoute   disparu   forum pourtant   occupant    responsable    pars fumer   truc,"['vraiment', 'pays', 'gâté', '16', 'casque', 'écoute', 'disparu', 'forum', 'pourtant', 'occupant', 'responsable', 'pars', 'fumer', 'truc']",['vraiment  pays  gâté 16 casques  écoute  disparus  forum pourtant  occupants   responsables   pars fumer  truc']
5958,Facebook:/<page-id>/posts,derrière  gadja pauvre très endetté  cache  ammaboua sans pitié  gars  augmente  volume,offensive,1,0,1,0,0,  gadja pauvre endetter   cache   ammaboua pitié   gars   augmente   volume,"['gadja', 'pauvre', 'endetter', 'cache', 'ammaboua', 'pitié', 'gars', 'augmente', 'volume']",['derrière  gadja pauvre très endetté  cache  ammaboua sans pitié  gars  augmente  volume']
3483,Facebook:/<page-id>/posts,  capables  envoyer  police  obliger  aller   bars si  grève   bière continue   leurs jouets,offensive,1,0,1,0,0,   capable   envoyer   police   obliger   aller    bar   grèv    bière continue    jouet,"['capable', 'envoyer', 'police', 'obliger', 'aller', 'bar', 'grèv', 'bière', 'continue', 'jouet']",['  capables  envoyer  police  obliger  aller   bars si  grève   bière continue   leurs jouets']
3551,Facebook:/<page-id>/posts,  encerclés  siège  transformateurs actuellellement   forces  sécurité  journalistes  électron tv venus  interroger   brutalisés  riverains empêchés  rentrer chez   avenue dit pays démocratique  dialogue inclusif,offensive,1,0,1,0,0,   encerclé   siège   transformateur actuellellement    force   sécurité   journaliste   électron tv venir   interroger    brutaliser   riverain empêcher   rentrer    avenue pays démocratique   dialogue inclusif,"['encerclé', 'siège', 'transformateur', 'actuellellement', 'force', 'sécurité', 'journaliste', 'électron', 'tv', 'venir', 'interroger', 'brutaliser', 'riverain', 'empêcher', 'rentrer', 'avenue', 'pays', 'démocratique', 'dialogue', 'inclusif']",['  encerclés  siège  transformateurs actuellellement   forces  sécurité  journalistes  électron tv venus  interroger   brutalisés  riverains empêchés  rentrer chez   avenue dit pays démocratique  dialogue inclusif']
7633,Facebook:/<page-id>/posts, fuit  grève  aller étudier ailleurs  revenir  aligner derrière  mps    crime,offensive,1,0,1,0,0,  fuir   grèv   aller étudier   revenir   aligner   mps     crime,"['fuir', 'grèv', 'aller', 'étudier', 'revenir', 'aligner', 'mps', 'crime']",[' fuit  grève  aller étudier ailleurs  revenir  aligner derrière  mps    crime']
7668,Facebook:/<page-id>/posts,deby  gouvernement interdit  rassemblement   cinquantaine  personnes voilà    entouré plus  200 cent personnes sans respecter  mesures ni cache voilà comment  voyez  fin  approcher   libérez  compatriotes svp sans   passe   autres actes,offensive,1,0,1,0,0,deby   gouvernement interdit   rassemblement      personne     entourer   200 personne respecter   mesure cache   voyez   fin   approcher    libérer   compatriote svp    passer    acte,"['deby', 'gouvernement', 'interdit', 'rassemblement', 'personne', 'entourer', '200', 'personne', 'respecter', 'mesure', 'cache', 'voyez', 'fin', 'approcher', 'libérer', 'compatriote', 'svp', 'passer', 'acte']",['deby  gouvernement interdit  rassemblement   cinquantaine  personnes voilà    entouré plus  200 cent personnes sans respecter  mesures ni cache voilà comment  voyez  fin  approcher   libérez  compatriotes svp sans   passe   autres actes']
7673,Facebook:/<page-id>/posts, image dit mille mots dont arrêtez ça svp   dieu pardonne ceux   passé  central european time acte criminel,offensive,1,0,1,0,0,  image mot arrêter svp    dieu pardonne      central european tim acte criminel,"['image', 'mot', 'arrêter', 'svp', 'dieu', 'pardonne', 'central', 'european', 'tim', 'acte', 'criminel']",[' image dit mille mots dont arrêtez ça svp   dieu pardonne ceux   passé  central european time acte criminel']
6040,Facebook:/<page-id>/posts,arrêtez  faire  publications bizarre  jour   mort  quelqu   attendez tranquillement  tour     allons tous mourir  dites souvent pourquoi  pourquoi  comme si  avenue contribué  soigner  défunt    allez  occuper  orphelins demain  nombre   aime   collectez grâce   publications  égal  nombres  coups   allez encaisser en enfer chaque matin bonne année 2021 sans bêtises,offensive,1,0,1,0,0,arrêter   faire   publication bizarre   jour    mort   quelqu    attendre tranquillement   tour      mourir   dire       avenue contribuer   soigner   défunt     aller   occuper   orphelin demain   nombre    aime    collecter grâce    publication   égal   nombre   coup    aller encaisser enfer matin bon année 2021 bêtise,"['arrêter', 'faire', 'publication', 'bizarre', 'jour', 'mort', 'quelqu', 'attendre', 'tranquillement', 'tour', 'mourir', 'dire', 'avenue', 'contribuer', 'soigner', 'défunt', 'aller', 'occuper', 'orphelin', 'demain', 'nombre', 'aime', 'collecter', 'grâce', 'publication', 'égal', 'nombre', 'coup', 'aller', 'encaisser', 'enfer', 'matin', 'bon', 'année', '2021', 'bêtise']",['arrêtez  faire  publications bizarre  jour   mort  quelqu   attendez tranquillement  tour     allons tous mourir  dites souvent pourquoi  pourquoi  comme si  avenue contribué  soigner  défunt    allez  occuper  orphelins demain  nombre   aime   collectez grâce   publications  égal  nombres  coups   allez encaisser en enfer chaque matin bonne année 2021 sans bêtises']
6044,Facebook:/<page-id>/posts, and    argent      veut faire  amour  veux  mort  bien,offensive,1,0,1,0,0,  and     argent       vouloir faire   amour   veux   mort  ,"['and', 'argent', 'vouloir', 'faire', 'amour', 'veux', 'mort']",[' and    argent      veut faire  amour  veux  mort  bien']
6153,Facebook:/<page-id>/posts,   gamines immatures  cherchent argent  transport  ressemble plus    prostitution  femmes matures  marient,offensive,1,0,1,0,0,    gamin immature   chercher argent   transport   ressemble     prostitution   femme mature   marier,"['gamin', 'immature', 'chercher', 'argent', 'transport', 'ressemble', 'prostitution', 'femme', 'mature', 'marier']",['   gamines immatures  cherchent argent  transport  ressemble plus    prostitution  femmes matures  marient']
6256,Facebook:/<page-id>/posts, jusqu  maintenant  hommes and   trouvé  réponse sucer  sein   instinct  survie   hommes  appris   naissance  où  comment  femmes  elles appris  sucer  pénis  dépasse toujours,offensive,1,0,1,0,0,      homme and    trouver   réponse sucer      instinct   survie    homme   apprendre    naissance       femme   apprendre   sucer   pénis   dépasser,"['homme', 'and', 'trouver', 'réponse', 'sucer', 'instinct', 'survie', 'homme', 'apprendre', 'naissance', 'femme', 'apprendre', 'sucer', 'pénis', 'dépasser']",[' jusqu  maintenant  hommes and   trouvé  réponse sucer  sein   instinct  survie   hommes  appris   naissance  où  comment  femmes  elles appris  sucer  pénis  dépasse toujours']
6275,Facebook:/<page-id>/posts,conflit agriculteurs éleveurs  berem  situation  très grave   demandé  autorités compétentes  agir promptement sans prendre parti   spécialistes en masturbation intellectuelle agissent  violence appelle  violence arrêtons  cycle jouons  prévention,offensive,1,0,1,0,0,conflit agriculteur éleveur   berem   situation   grave    demander   autorité compétent   agir promptement prendre partir    spécialiste masturbation intellectuel agir   violence appeler   violence arrêter   cycle jouon   prévention,"['conflit', 'agriculteur', 'éleveur', 'berem', 'situation', 'grave', 'demander', 'autorité', 'compétent', 'agir', 'promptement', 'prendre', 'partir', 'spécialiste', 'masturbation', 'intellectuel', 'agir', 'violence', 'appeler', 'violence', 'arrêter', 'cycle', 'jouon', 'prévention']",['conflit agriculteurs éleveurs  berem  situation  très grave   demandé  autorités compétentes  agir promptement sans prendre parti   spécialistes en masturbation intellectuelle agissent  violence appelle  violence arrêtons  cycle jouons  prévention']
6408,Facebook:/<page-id>/posts,  pays  respecte plus  mairies cette femme doit être poursuivie  avoir agressé  autorités  etat peu importe  raison   doit   attaquer  autorités  etat  certains pays  risquerait  années  prison,offensive,1,0,1,0,0,   pays   respecte   mairie femme poursuivre   agresser   autorité   etat   raison       attaquer   autorité   etat   pays   risquer   année   prison,"['pays', 'respecte', 'mairie', 'femme', 'poursuivre', 'agresser', 'autorité', 'etat', 'raison', 'attaquer', 'autorité', 'etat', 'pays', 'risquer', 'année', 'prison']",['  pays  respecte plus  mairies cette femme doit être poursuivie  avoir agressé  autorités  etat peu importe  raison   doit   attaquer  autorités  etat  certains pays  risquerait  années  prison']
4633,Facebook:/<page-id>/posts,didier lalaye alias croquemort,offensive,1,0,1,0,0,didier lalaye alias croquemort,"['didier', 'lalaye', 'alias', 'croquemort']",['didier lalaye alias croquemort']
4660,Facebook:/<page-id>/posts,lu   appeldoffre  real madrid  tchad recrute plusieurs profils corrupteurs  corrompus voleurs  deniers publics griots  lèches bottes faussaires poseurs  pierres demagogues tabasseurs  journalistes oppresseurs  défenseurs  droits humains vraiment    opportunité  ceux  aspirent faire carrière   vol  deniers publics date limite  candidature 15 03 2021 nb seuls  candidats retenus  contactés   entretiens chacun a  manière  célébrer  journée mondiale  lutte contre  corruption 09 12 2020 mahamat ahmat oumar,offensive,1,0,1,0,0,lu    appeldoffre   real madrid   tchad recrute profil corrupteur   corrompre voleur   denier public griot   lèches botte faussaire poseur   pierre demagogues tabasseurs   journaliste oppresseur   défenseur   droit humain vraiment     opportuniter     aspirer faire carrière    vol   denier public dat limite   candidature 15 03 2021 nb seul   candidat retenir   contacter    entretien   manière   célébrer   journée mondial   lutte   corruption 09 12 2020 mahamat ahmat oumar,"['lu', 'appeldoffre', 'real', 'madrid', 'tchad', 'recrute', 'profil', 'corrupteur', 'corrompre', 'voleur', 'denier', 'public', 'griot', 'lèches', 'botte', 'faussaire', 'poseur', 'pierre', 'demagogues', 'tabasseurs', 'journaliste', 'oppresseur', 'défenseur', 'droit', 'humain', 'vraiment', 'opportuniter', 'aspirer', 'faire', 'carrière', 'vol', 'denier', 'public', 'dat', 'limite', 'candidature', '15', '03', '2021', 'nb', 'seul', 'candidat', 'retenir', 'contacter', 'entretien', 'manière', 'célébrer', 'journée', 'mondial', 'lutte', 'corruption', '09', '12', '2020', 'mahamat', 'ahmat', 'oumar']",['lu   appeldoffre  real madrid  tchad recrute plusieurs profils corrupteurs  corrompus voleurs  deniers publics griots  lèches bottes faussaires poseurs  pierres demagogues tabasseurs  journalistes oppresseurs  défenseurs  droits humains vraiment    opportunité  ceux  aspirent faire carrière   vol  deniers publics date limite  candidature 15 03 2021 nb seuls  candidats retenus  contactés   entretiens chacun a  manière  célébrer  journée mondiale  lutte contre  corruption 09 12 2020 mahamat ahmat oumar']
4699,Facebook:/<page-id>/posts,voici comment  président  parti illégitime  transformateurs  entouré   a   peur sûrement  ceux   aspire diriger demain   cauchemar,offensive,1,0,1,0,0,  président   parti illégitime   transformateur   entourer       peur sûrement      aspire diriger demain    cauchemar,"['président', 'parti', 'illégitime', 'transformateur', 'entourer', 'peur', 'sûrement', 'aspire', 'diriger', 'demain', 'cauchemar']",['voici comment  président  parti illégitime  transformateurs  entouré   a   peur sûrement  ceux   aspire diriger demain   cauchemar']
4922,Facebook:/<page-id>/posts,urgent  président  parti illégitime  transformateurs veut réaliser  cauchemar malgré   constitution  mai 2018   permet lisez  suite  article   page facebook  journal ndjaména hebdo,offensive,1,0,1,0,0,urgent   président   parti illégitime   transformateur vouloir réaliser   cauchemar    constitution   mai 2018    lire   suite   article    page facebook   journal ndjaména hebdo,"['urgent', 'président', 'parti', 'illégitime', 'transformateur', 'vouloir', 'réaliser', 'cauchemar', 'constitution', 'mai', '2018', 'lire', 'suite', 'article', 'page', 'facebook', 'journal', 'ndjaména', 'hebdo']",['urgent  président  parti illégitime  transformateurs veut réaliser  cauchemar malgré   constitution  mai 2018   permet lisez  suite  article   page facebook  journal ndjaména hebdo']
4977,Facebook:/<page-id>/posts, association  dougourous  tchad frappe fort lisez  deuxième paragraphe,offensive,1,0,1,0,0,  association   dougourous   tchad frappe fort lire   paragraphe,"['association', 'dougourous', 'tchad', 'frappe', 'fort', 'lire', 'paragraphe']",[' association  dougourous  tchad frappe fort lisez  deuxième paragraphe']
5012,Facebook:/<page-id>/posts,urgent quelle cruauté  police a dispersé  manifestants   matin avenue  balles réelles   a  plus  dizaines  blessés graves  non  plus  cinquantaines arrêtés image   appuie eliadoum rapporteur   page tchad haguina depuis  campus  toukra,offensive,1,0,1,0,0,urgent cruauter   police disperser   manifestant    matin avenue   balle réel        dizaine   blessé grave       cinquantaines arrêter image    appuyer eliadoum rapporteur    page tchad haguina   campus   toukra,"['urgent', 'cruauter', 'police', 'disperser', 'manifestant', 'matin', 'avenue', 'balle', 'réel', 'dizaine', 'blessé', 'grave', 'cinquantaines', 'arrêter', 'image', 'appuyer', 'eliadoum', 'rapporteur', 'page', 'tchad', 'haguina', 'campus', 'toukra']",['urgent quelle cruauté  police a dispersé  manifestants   matin avenue  balles réelles   a  plus  dizaines  blessés graves  non  plus  cinquantaines arrêtés image   appuie eliadoum rapporteur   page tchad haguina depuis  campus  toukra']
4886,Facebook:/<page-id>/posts, fanines viennent   mettre  autre but score sao  tchad 2 soudan 3,offensive,1,0,1,0,0,  fanines venir    mettre   boire score sao   tchad 2 soudan 3,"['fanines', 'venir', 'mettre', 'boire', 'score', 'sao', 'tchad', '2', 'soudan', '3']",[' fanines viennent   mettre  autre but score sao  tchad 2 soudan 3']
7015,Facebook:/<page-id>/posts,justice  cabale judiciaire  maintenu contre mahamat nour ibedou,offensive,1,0,1,0,0,justice   cabale judiciaire   maintenir mahamat nour ibedou,"['justice', 'cabale', 'judiciaire', 'maintenir', 'mahamat', 'nour', 'ibedou']",['justice  cabale judiciaire  maintenu contre mahamat nour ibedou']
7408,Facebook:/<page-id>/posts,médias  forces   ordre maltraitent  journalistes tchadiens communiqué   ujt,offensive,1,0,1,0,0,média   force    ordre maltraitent   journaliste tchadien communiquer    ujt,"['média', 'force', 'ordre', 'maltraitent', 'journaliste', 'tchadien', 'communiquer', 'ujt']",['médias  forces   ordre maltraitent  journalistes tchadiens communiqué   ujt']
8,Facebook:/<page-id>/posts,dr djiddi ali sougoudi pourquoi  regrette  and  aucun regret     responsable  interprétations tchad,normal,3,0,0,0,1,dr djiddi ali sougoudi   regrette   and   regret      responsable   interprétation tchad,"['dr', 'djiddi', 'ali', 'sougoudi', 'regrette', 'and', 'regret', 'responsable', 'interprétation', 'tchad']",['dr djiddi ali sougoudi pourquoi  regrette  and  aucun regret     responsable  interprétations tchad']
19,Facebook:/<page-id>/posts,dr djiddi ali sougoudi pourquoi  regrette  and  aucun regret   insulté   aujourd hui va dire     insulté  mouton dites   and  aucun regret tchad,offensive,1,0,1,0,0,dr djiddi ali sougoudi   regrette   and   regret    insulter         insulter   mouton dites    and   regret tchad,"['dr', 'djiddi', 'ali', 'sougoudi', 'regrette', 'and', 'regret', 'insulter', 'insulter', 'mouton', 'dites', 'and', 'regret', 'tchad']",['dr djiddi ali sougoudi pourquoi  regrette  and  aucun regret   insulté   aujourd hui va dire     insulté  mouton dites   and  aucun regret tchad']
